PMID	Relationship_Count	Relationships
17600221	1	NFAT5->CYP3A7(Unknown)
17600529	1	TP53->IGF1R(Unknown)
17610967	3	HDAC4->IL10(Repression); HDAC4->TGIF1(Activation); HDAC4->TGIF2(Activation)
17611094	1	JUN->MMP20(Unknown)
17611194	1	PPARG->CIITA(Repression)
17612494	2	HCFC1->E2F1(Activation); HCFC1->E2F4(Repression)
17612514	2	NFKB1->IL1A(Repression); RELA->IL1A(Repression)
17613521	1	REST->TPH2(Activation)
17614769	6	PAX8->SLC5A5(Activation); PAX8->TG(Repression); PAX8->TSHR(Repression); PPARG->SLC5A5(Activation); PPARG->TG(Repression); PPARG->TSHR(Repression)
17616514	1	PARP1->SMARCB1(Unknown)
17616660	1	HMGA1->XPA(Repression)
17616709	1	GATA3->ESR1(Unknown)
17617614	1	CREB3L1->SLC1A4(Repression)
17618602	1	PLAGL2->SFTPC(Activation)
17621271	1	POU2AF1->TNFRSF17(Activation)
17621592	1	TFAP2A->MUC4(Repression)
17625602	2	HDAC1->MICA(Unknown); HDAC1->MICB(Unknown)
17628529	1	GATA1->GATA1(Unknown)
17634147	1	WT1->MYC(Repression)
17634539	1	SP1->MDM2(Activation)
17637757	1	POU4F2->CCND1(Activation)
17638884	1	E2F1->DUSP1(Activation)
17641056	1	FOXP3->TLR10(Unknown)
17644577	1	NFKB1->NOS3(Activation)
17645497	1	STAT3->HP(Unknown)
17645498	1	CIITA->IL4(Repression)
17651731	1	TFAP2A->APP(Unknown)
17654698	1	HDAC7->CYP7A1(Unknown)
17656568	1	HDAC4->MMP13(Repression)
17656651	1	EGR1->HPSE(Unknown)
17660446	12	ARNTL->CRY1(Unknown); ARNTL->CRY2(Unknown); ARNTL->PER1(Unknown); ARNTL->PER2(Unknown); CLOCK->CRY1(Unknown); CLOCK->CRY2(Unknown); CLOCK->PER1(Unknown); CLOCK->PER2(Unknown); NPAS2->CRY1(Unknown); NPAS2->CRY2(Unknown); NPAS2->PER1(Unknown); NPAS2->PER2(Unknown)
17663720	1	ZNF148->VIM(Repression)
17664281	1	NR5A1->CYP17A1(Unknown)
17665043	2	NFKB1->SNAI1(Activation); RELA->SNAI1(Activation)
17666587	1	ESR1->GREB1(Activation)
17667922	1	MBD1->ABCB1(Unknown)
17669516	1	SP1->PELO(Unknown)
17671186	1	KLF8->SLC22A3(Unknown)
17671192	1	SNAI2->LPAR2(Repression)
17671748	3	NANOG->SEMA6A(Unknown); POU5F1->SEMA6A(Unknown); SOX2->SEMA6A(Unknown)
17673602	20	NFKB1->BCL2(Unknown); NFKB1->BCL2L1(Unknown); NFKB1->BIRC2(Unknown); NFKB1->BIRC3(Unknown); NFKB1->CCND1(Unknown); NFKB1->MMP9(Unknown); NFKB1->MYC(Unknown); NFKB1->PTGS2(Unknown); NFKB1->TRAF1(Unknown); NFKB1->VEGFA(Unknown); RELA->BCL2(Unknown); RELA->BCL2L1(Unknown); RELA->BIRC2(Unknown); RELA->BIRC3(Unknown); RELA->CCND1(Unknown); RELA->MMP9(Unknown); RELA->MYC(Unknown); RELA->PTGS2(Unknown); RELA->TRAF1(Unknown); RELA->VEGFA(Unknown)
17676662	1	EZH2->RPLP0(Activation)
17681750	5	ESR1->CCNA2(Activation); ESR1->CCND1(Activation); ESR1->CDKN1A(Repression); ESR1->CDKN1B(Repression); ESR1->TP53(Repression)
17681939	2	ATF2->DUSP1(Unknown); ATF2->DUSP10(Unknown)
17682124	1	PAX5->PRDM1(Repression)
17684041	1	IRF1->IL27(Activation)
17685435	1	DEK->BCL2(Activation)
17685448	1	HIF1A->LOX(Unknown)
17686766	1	ATF6->NUCB1(Activation)
17687331	1	AIRE->CHRNA1(Unknown)
17688409	1	HOXA11->HOXA10(Repression)
17688410	1	WT1->NDRG2(Activation)
17692454	1	NR3C2->EGFR(Activation)
17693666	2	TP53->BAX(Activation); TP53->BCL2(Repression)
17694070	1	ATM->TERF1(Repression)
17694175	1	SATB1->SPI1(Activation)
17696253	1	NR1I2->FGF19(Activation)
17696759	3	MEF2A->SOST(Repression); MEF2C->SOST(Repression); MEF2D->SOST(Repression)
17699108	1	STAT3->CD46(Activation)
17699163	1	IFI16->ICAM1(Repression)
17700531	1	VHL->COL4A2(Unknown)
17700533	3	TP73->BBC3(Activation); TP73->CDKN1A(Activation); TP73->PMAIP1(Activation)
17702866	3	SOX9->DCT(Unknown); SOX9->MITF(Unknown); SOX9->TYR(Unknown)
17704137	2	NFKB1->CRP(Activation); RELA->CRP(Activation)
17705132	1	TBX21->IFNG(Unknown)
17706770	2	MYC->CAD(Unknown); MYC->TERT(Unknown)
17707233	12	E2F1->CCL3(Unknown); E2F1->IL1B(Unknown); E2F1->IL23A(Unknown); E2F1->TNF(Unknown); NFKB1->CCL3(Unknown); NFKB1->IL1B(Unknown); NFKB1->IL23A(Unknown); NFKB1->TNF(Unknown); RELA->CCL3(Unknown); RELA->IL1B(Unknown); RELA->IL23A(Unknown); RELA->TNF(Unknown)
17707795	1	TRIB3->ATF4(Repression)
17712720	3	CREB1->MC2R(Activation); CREM->MC2R(Activation); CREM->MC2R(Repression)
17715045	2	NFKB1->HPSE(Activation); RELA->HPSE(Activation)
17715378	1	EGR1->GDF15(Activation)
17716971	2	TP63->VDR(Unknown); TP73->VDR(Unknown)
17717071	4	PIAS1->MUC1(Repression); PIAS2->MUC1(Repression); PIAS3->MUC1(Repression); PIAS4->MUC1(Repression)
17720813	2	NFKB1->NOS2(Activation); RELA->NOS2(Activation)
17720873	1	PARP1->VIM(Activation)
17721549	1	YY1->INO80(Unknown)
17723105	1	HMGA1->CRYAB(Unknown)
17724465	5	CTNNB1->CD44(Unknown); CTNNB1->MYC(Unknown); CTNNB1->NRCAM(Unknown); CTNNB1->PPARD(Unknown); CTNNB1->TCF7(Unknown)
17725493	2	RUNX1->GP1BA(Activation); RUNX1->ITGA2B(Activation)
17726017	1	STAT3->CXCL8(Unknown)
17761371	1	SMAD3->SERPINE1(Activation)
17761754	2	NANOG->CDC25A(Repression); NANOG->CDK6(Repression)
17761837	2	HNF4A->SLC26A3(Unknown); YY1->SLC26A3(Unknown)
17761951	1	CREB1->UXT(Activation)
17762869	1	KLF4->CD14(Activation)
17764562	1	PPARG->CAV1(Unknown)
17766243	1	MEN1->CASP8(Activation)
17767925	2	NFKB1->PTGS2(Unknown); RELA->PTGS2(Unknown)
17785200	1	IRF4->BCL6(Repression)
17785366	1	PGR->BCL2(Activation)
17785445	1	PITX2->LEF1(Activation)
17785633	1	PPARG->REN(Unknown)
17785777	4	IRF3->IFNL1(Unknown); IRF7->IFNL1(Unknown); IRF7->IFNL2(Unknown); IRF7->IFNL3(Unknown)
17786189	2	SP1->NDUFV1(Activation); SP1->NDUFV2(Activation)
17786317	1	PA2G4->E2F1(Unknown)
17786540	2	NR5A1->CYP17A1(Activation); SMAD3->CYP17A1(Repression)
17786630	3	PBX2->FMO3(Unknown); USF1->FMO3(Unknown); YY1->FMO3(Unknown)
17805539	2	SP1->TYMP(Unknown); SP3->TYMP(Unknown)
17822787	2	ATF4->NDC80(Activation); CREB1->NDC80(Activation)
17822788	1	YBX1->MMP13(Repression)
17825503	1	E2F1->PCSK6(Activation)
17826007	2	CREBBP->HINFP(Activation); EP300->HINFP(Activation)
17826772	1	ATOH1->HES6(Activation)
17826980	8	MYCN->MCM10(Activation); MYCN->MCM2(Activation); MYCN->MCM3(Activation); MYCN->MCM4(Activation); MYCN->MCM5(Activation); MYCN->MCM6(Activation); MYCN->MCM7(Activation); MYCN->MCM8(Activation)
17827213	3	HDAC7->HDC(Repression); KAT5->HDC(Repression); KLF4->HDC(Repression)
17828388	1	PPARGC1A->MFN2(Activation)
17828469	1	SP1->RECK(Activation)
17848598	1	E2F1->BIRC5(Activation)
17848618	3	HIF1A->BNIP3(Activation); ING4->CXCL8(Repression); ING4->SPP1(Repression)
17851584	3	MZF1->PADI1(Activation); SP1->PADI1(Activation); SP3->PADI1(Activation)
17873379	1	FOXL1->BMP4(Activation)
17873902	1	E2F1->RNF2(Unknown)
17875215	1	YBX1->EGFR(Activation)
17875722	1	MDM4->TP53(Unknown)
17876798	8	NFKB1->HES1(Unknown); NFKB1->NCOR1(Unknown); NFKB1->NCOR2(Unknown); NFKB1->NFKBIA(Unknown); RELA->HES1(Unknown); RELA->NCOR1(Unknown); RELA->NCOR2(Unknown); RELA->NFKBIA(Unknown)
17878386	2	NFKB1->CARD8(Unknown); RELA->CARD8(Unknown)
17880940	3	STAT3->BCL2L1(Activation); STAT3->BIRC5(Activation); STAT3->MCL1(Activation)
17881446	3	BCL3->EGFR(Activation); NFKB1->EGFR(Activation); RELA->EGFR(Activation)
17881654	1	SHOX->NPPB(Activation)
17881732	1	MYC->CCND1(Unknown)
17885207	3	HNF4A->CDKN1A(Unknown); MYC->CDKN1A(Unknown); SP1->CDKN1A(Unknown)
17887732	1	SP1->ABCA1(Activation)
17889387	1	HIF1A->VEGFA(Activation)
17891780	1	DACH1->TNFSF11(Repression)
17893230	2	E2F1->ERCC5(Activation); YY1->ERCC5(Activation)
17893710	1	ESR1->CDH1(Unknown)
17894829	1	HNF4A->KCNJ11(Unknown)
17897941	2	HSF1->HSP90B2P(Unknown); HSF1->HSPA1A(Unknown)
17900530	1	ARNT->RELB(Unknown)
17900823	1	ZNF224->ALDOA(Repression)
17909009	1	TEAD1->MSLN(Activation)
17909010	3	STAT3->TWIST1(Unknown); STAT3->TWIST1(Unknown); STAT3->TWIST2(Unknown)
17911618	1	EZH2->CIITA(Repression)
17915561	1	HSF2->FOS(Unknown)
17917246	2	NFKB1->CXCL8(Activation); RELA->CXCL8(Activation)
17920062	1	SMAD3->CYP7A1(Repression)
17921436	2	SREBF1->PCSK9(Activation); SREBF2->PCSK9(Activation)
17922009	1	STAT5A->SP1(Unknown)
17922032	1	MTA1->BRCA1(Unknown)
17922642	2	NFKB1->MMP9(Unknown); RELA->MMP9(Unknown)
17925399	2	HDAC3->LSS(Unknown); YY1->LSS(Unknown)
17928629	2	NFKB1->PTGES(Activation); RELA->PTGES(Activation)
17932312	1	EGR1->TNFSF10(Repression)
17933456	1	POU1F1->PRL(Unknown)
17934516	4	DNMT1->CDKN2A(Repression); DNMT1->RB1(Repression); DNMT1->VEGFA(Activation); UHRF1->VEGFA(Unknown)
17937658	1	SP1->CREB1(Unknown)
17937859	1	STAT3->VEGFA(Unknown)
17938209	2	HMGN1->FOS(Unknown); HMGN1->TFF1(Unknown)
17940994	1	PIAS1->STAT1(Unknown)
17942419	2	BACH1->HMOX1(Activation); NFE2L2->HMOX1(Unknown)
17942973	2	ILF2->ACRV1(Activation); ILF3->ACRV1(Activation)
17944672	4	NFKB1->CCND1(Unknown); NFKB1->MYC(Unknown); RELA->CCND1(Unknown); RELA->MYC(Unknown)
17951530	1	BCL6->STAT3(Unknown)
17956589	12	RUNX3->CAPN10(Activation); RUNX3->CASP2(Activation); RUNX3->CFLAR(Repression); RUNX3->DNASE1(Activation); RUNX3->FADD(Activation); RUNX3->HSPD1(Repression); RUNX3->ING1(Activation); RUNX3->ING4(Activation); RUNX3->PEA15(Repression); RUNX3->TIAL1(Repression); RUNX3->TRAF6(Activation); RUNX3->TXN2(Repression)
17956871	1	RUNX2->IBSP(Repression)
17964517	1	MYC->DKK1(Unknown)
17975019	1	FOXO3->GALT(Activation)
17977826	1	NR4A2->APOM(Unknown)
17980704	2	E2F1->TP73(Activation); YY1->TP73(Activation)
17981789	2	E2F4->PLK1(Repression); E2F4->TTK(Repression)
17984111	2	TP63->DDB2(Unknown); TP63->XPC(Unknown)
17986852	1	SP1->CLDN3(Activation)
17989114	1	NFYA->OGG1(Unknown)
17989362	1	NR3C1->CDKN1A(Activation)
17990281	2	SP1->OPRM1(Unknown); YY1->OPRM1(Unknown)
17991764	1	HNF4A->GH1(Repression)
17991765	1	ARNT->ESR1(Unknown)
17993506	1	FOXC1->FOXO1(Unknown)
17994337	2	ARNTL->PER1(Activation); CLOCK->PER1(Activation)
17996646	1	EZH2->ADRB2(Repression)
17996705	5	TAF1->CDKN1A(Activation); TAF4->CDKN1A(Unknown); TAF5->CDKN1A(Unknown); TBP->CDKN1A(Unknown); TP53->CDKN1A(Unknown)
17996922	1	SIRT1->WRN(Repression)
17998316	3	STAT1->SCARB1(Unknown); STAT2->SCARB1(Unknown); STAT2->SCARB2(Unknown)
17998413	1	MXD1->PTEN(Repression)
17998942	1	DNMT3A->JUP(Unknown)
18000064	3	EP300->CRABP1(Activation); RARA->CRABP1(Activation); ZBTB16->CRABP1(Activation)
18000807	1	STAT1->ACAT1(Unknown)
18003659	2	FOXA1->SFTPB(Activation); NKX2-1->SFTPB(Activation)
18004209	1	DBP->CYP3A4(Activation)
18004979	3	GRHL1->CYP11A1(Unknown); TFCP2L1->CYP11A1(Unknown); UBP1->CYP11A1(Unknown)
18025037	3	BRCA1->CDKN1A(Activation); BRCA1->CDKN1B(Activation); BRCA1->GADD45A(Activation)
18025162	2	ETV3->NFKB1(Repression); ETV3->RELA(Repression)
18026875	1	SP1->MDM2(Unknown)
18027712	1	HIF1A->VEGFA(Activation)
18031796	4	NFKB1->AKT1(Repression); NFKB1->BCL2(Repression); RELA->AKT1(Repression); RELA->BCL2(Repression)
18033314	2	MYB->CDO1(Activation); TWIST1->DNM3(Activation)
18034423	1	SP1->MIF(Activation)
18035482	1	STAT1->XAF1(Unknown)
18045956	1	BRCA1->IGF1(Repression)
18045992	1	HDAC4->PTPA(Unknown)
18048767	3	PPARD->CAT(Activation); PPARD->SOD1(Activation); PPARD->TXN(Activation)
18049164	1	DNMT1->CDH1(Repression)
18050215	1	HIF1A->PTGES(Activation)
18053161	1	KLF6->TFPI2(Unknown)
18054336	2	HDAC9->CITED2(Repression); HDAC9->MMP13(Activation)
18056399	2	NFKB1->NLRP2(Activation); RELA->NLRP2(Activation)
18056465	4	NFKB1->MMP9(Activation); NFKB1->VEGFA(Activation); RELA->MMP9(Activation); RELA->VEGFA(Activation)
18057724	8	NFKB1->IL6(Activation); NFKB1->NOS2(Activation); NFKB1->PTGS2(Activation); NFKB1->TNF(Activation); RELA->IL6(Activation); RELA->NOS2(Activation); RELA->PTGS2(Activation); RELA->TNF(Activation)
18059033	1	MYCN->DKK3(Repression)
18060642	1	HIF1A->VEGFA(Activation)
18061164	2	NFKB1->IL6(Activation); RELA->IL6(Activation)
18064385	6	EP300->WT1(Activation); ETS1->WT1(Activation); HDAC4->WT1(Repression); HDAC5->WT1(Repression); MYB->WT1(Activation); SP1->WT1(Activation)
18064606	1	SP1->SLC29A1(Repression)
18065760	2	SP1->COL2A1(Activation); SP3->COL2A1(Repression)
18068911	3	HOXA9->NFKB1(Repression); HOXA9->RELA(Repression); NFKB1->HOXA9(Repression)
18071306	3	JUND->BCL6(Repression); JUND->MDM2(Repression); JUND->MYB(Repression)
18073142	2	TLX1->ALDH1A1(Unknown); TLX1->FHL1(Unknown)
18073218	2	MEF2A->MAPK14(Activation); MEF2A->MAPK7(Activation)
18074095	2	NFKB1->CXCL8(Activation); RELA->CXCL8(Activation)
18075316	1	REST->BDNF(Repression)
18076876	1	HOXC13->SPI1(Repression)
18077224	1	ATM->APLF(Unknown)
18079734	1	MEF2C->NR4A1(Repression)
18081698	2	NFKB1->TNIP3(Unknown); RELA->TNIP3(Unknown)
18082256	1	TLX1->ALDH1A1(Unknown)
18089734	1	PML->EAF2(Repression)
18093727	2	MYC->TERT(Unknown); SP1->TERT(Unknown)
18094076	1	JUN->CDKN1A(Repression)
18096673	4	NR1I2->CYP2B6(Unknown); NR1I2->CYP2C8(Unknown); NR1I2->CYP2C9(Unknown); NR1I2->CYP3A4(Unknown)
18097023	1	ILF3->IL2(Activation)
18097517	1	NR3C1->CCND1(Unknown)
18097583	1	HIF1A->SLC2A1(Unknown)
18097593	1	SP1->TNFRSF10B(Unknown)
18156210	1	NCOA4->AR(Unknown)
18156315	1	STAT6->CNR1(Activation)
18158998	4	NFKB1->BAX(Repression); NFKB1->BCL2(Activation); RELA->BAX(Repression); RELA->BCL2(Activation)
18159247	2	HIF1A->TLR2(Unknown); HIF1A->TLR6(Unknown)
18160678	1	GCM1->PGF(Activation)
18162290	2	NCOA3->MMP10(Activation); NCOA3->MMP7(Activation)
18165439	3	USF1->SF1(Unknown); USF2->NR5A1(Unknown); USF2->SF1(Unknown)
18172319	1	DDIT3->TNFRSF10B(Repression)
18172616	5	AHR->UGT1A1(Activation); HNF1A->UGT1A1(Activation); NR1I2->UGT1A1(Activation); NR1I3->UGT1A1(Activation); NR3C1->UGT1A1(Activation)
18172861	3	TP53->BAX(Activation); TP53->BCL2L1(Repression); TP53->CDKN1A(Activation)
18174258	1	AR->HMMR(Unknown)
18176092	2	NFKB1->MUC2(Activation); RELA->MUC2(Activation)
18177270	1	PPARG->ERO1A(Activation)
18184402	9	NFKB1->CCND1(Unknown); NFKB1->MYC(Unknown); NFKB1->VEGFA(Unknown); RELA->CCND1(Unknown); RELA->MYC(Unknown); RELA->VEGFA(Unknown); STAT3->CCND1(Unknown); STAT3->MYC(Unknown); STAT3->VEGFA(Unknown)
18191017	2	CREB1->NR5A2(Activation); NR5A2->NR5A2(Activation)
18191727	1	STAT6->CCL17(Activation)
18191920	1	GATA1->PPOX(Unknown)
18193062	1	FUBP1->MYC(Unknown)
18193094	3	HDAC2->IGF1(Unknown); NCOR1->IGF1(Unknown); NCOR2->IGF1(Unknown)
18194215	1	SP1->SNAP25(Unknown)
18194454	1	ZHX2->HNF1A(Unknown)
18198175	1	STAT3->TP63(Activation)
18198354	1	MEF2A->SLC2A4(Activation)
18199129	1	KLF11->INS(Unknown)
18201699	4	MSX1->DLK1(Activation); MSX1->HEY1(Activation); MSX1->NOTCH3(Activation); PHOX2B->MSX1(Repression)
18202121	1	CREM->SLC5A5(Activation)
18202149	1	SP1->EGFR(Repression)
18202719	2	E2F7->E2F1(Repression); E2F8->E2F1(Repression)
18202757	1	WT1->CDKN1A(Unknown)
18203819	1	TCF3->AICDA(Unknown)
18206366	1	SP1->MACROD1(Activation)
18207244	2	NFKB1->IL2(Activation); RELA->IL2(Activation)
18207245	1	IRF3->MAVS(Activation)
18208837	1	SP1->APEX1(Repression)
18209077	1	STAT3->IL21(Activation)
18210215	2	HDAC1->CDKN1A(Repression); SP1->CDKN1A(Repression)
18212735	1	WT1->ETS1(Activation)
18214854	1	YEATS4->TP53(Repression)
18218085	3	TFAP2A->ERBB2(Unknown); YY1->ERBB2(Unknown); YY1->TFAP2A(Activation)
18218727	1	HMGB2->TNF(Activation)
18220474	2	TP53->UHRF1(Repression); TP53->UHRF1BP1(Activation)
18222423	5	NFKB1->BCL2L1(Unknown); NFKB1->CFLAR(Unknown); RELA->CFLAR(Unknown); STAT3->BCL2L1(Unknown); STAT3->CFLAR(Unknown)
18222924	4	MEF2A->COX6A1(Unknown); MEF2A->MEF2A(Unknown); MEF2A->NRF1(Activation); MEF2A->PPARGC1A(Unknown)
18223231	8	NFKB1->BCL2L1(Activation); NFKB1->BCL2L11(Repression); NFKB1->MCL1(Activation); NFKB1->XIAP(Activation); RELA->BCL2L1(Activation); RELA->BCL2L11(Repression); RELA->MCL1(Activation); RELA->XIAP(Activation)
18223678	1	BHLHE41->CCND1(Repression)
18225552	2	TP53->CDKN1A(Unknown); TP53->GADD45A(Unknown)
18226852	1	MYC->TERT(Activation)
18231640	1	IFI16->WT1(Activation)
18234320	1	USF1->SERBP1(Activation)
18234454	1	NRF1->CAPNS1(Activation)
18234965	7	NFKB1->ABCB1(Unknown); NFYA->ABCB1(Unknown); NFYB->ABCB1(Unknown); NFYC->ABCB1(Unknown); RELA->ABCB1(Unknown); TP53->ABCB1(Unknown); YBX1->ABCB1(Unknown)
18234970	1	SMARCA4->ABCG2(Activation)
18239137	2	HEY1->ACTA2(Repression); HEY2->ACTA2(Repression)
18239190	1	FOXP2->NKX2-1(Repression)
18239461	1	SMARCA4->CCND1(Repression)
18242580	1	STAT3->LEP(Activation)
18243132	1	SP1->SMARCA1(Unknown)
18243142	2	NFKB1->IL6(Activation); RELA->IL6(Activation)
18245173	1	SP1->GCLC(Activation)
18258815	1	HBP1->NCF1(Repression)
18259752	1	AHR->BRCA1(Unknown)
18260825	2	NFKB1->RGS4(Activation); RELA->RGS4(Activation)
18269916	1	RELA->CDKN1A(Activation)
18270252	6	RARA->HSD17B2(Activation); RXRA->HSD17B2(Activation); SP1->HSD17B2(Activation); SP1->HSD17B2(Repression); SP2->HSD17B2(Repression); SP3->HSD17B2(Activation)
18270374	1	NR5A2->ABCB11(Unknown)
18270969	1	SP1->CDKN1A(Unknown)
18273831	1	KHDRBS1->AR(Unknown)
18273862	1	ANKRD1->NPPA(Repression)
18279606	1	MSC->MMP2(Activation)
18281035	1	EGR1->WNT4(Repression)
18281166	2	NFKB1->CXCL8(Unknown); RELA->CXCL8(Unknown)
18281476	2	EP300->IGF1(Unknown); RB1->IGF1(Unknown)
18281489	1	IRF2->IFNGR1(Repression)
18285351	8	NFKB1->CSF2(Unknown); NFKB1->ICAM1(Unknown); NFKB1->IL1B(Unknown); NFKB1->TNF(Unknown); RELA->CSF2(Unknown); RELA->ICAM1(Unknown); RELA->IL1B(Unknown); RELA->TNF(Unknown)
18291623	1	SP1->PLAA(Unknown)
18292576	5	FOS->CRP(Unknown); HNF1A->CRP(Unknown); HNF1A->CSRP1(Unknown); STAT3->CRP(Unknown); STAT3->CSRP1(Unknown)
18293083	1	PPARG->FASLG(Activation)
18294142	4	CEBPB->PTGS2(Activation); JUN->PTGS2(Activation); NFKB1->PTGS2(Activation); RELA->PTGS2(Activation)
18294621	2	CRX->NR2E3(Activation); NRL->NR2E3(Activation)
18298869	2	NFKB1->MMP9(Activation); RELA->MMP9(Activation)
18302198	1	AR->UGT2B15(Unknown)
18302674	1	ELF3->MMP9(Repression)
18303024	1	EGR1->CYP2B6(Activation)
18305375	2	DR1->NR1I2(Activation); HNF4A->NR1I2(Activation)
18312852	1	PARP1->SERPINF1(Repression)
18316341	1	TFAP2A->PTEN(Activation)
18316480	2	RUNX1->ITGA2B(Activation); RUNX1->SPI1(Activation)
18316616	1	HDAC1->ESR1(Repression)
18319260	1	GLI2->FST(Activation)
18320073	5	STAT3->BCL2(Unknown); STAT3->CDH1(Unknown); STAT3->CDKN1A(Unknown); STAT3->CDKN1B(Unknown); STAT3->VEGFA(Unknown)
18324310	1	FOXP3->IL2(Repression)
18328148	1	RUNX1->SLC22A4(Unknown)
18328744	1	GFI1->ELANE(Unknown)
18329191	2	SP1->ADGRE5(Activation); SP3->ADGRE5(Activation)
18331266	2	AR->KISS1(Activation); AR->KISS1R(Activation)
18331818	2	RUNX2->PLAU(Unknown); RUNX2->SP7(Unknown)
18332083	1	ATF5->CYP2B6(Activation)
18332107	2	GATA4->HDAC9(Repression); SALL3->HDAC9(Repression)
18335162	2	ARNT->GAD1(Unknown); XBP1->GAD1(Unknown)
18338330	1	POU5F1->NANOG(Unknown)
18339718	2	PITX1->FSHB(Unknown); PITX2->FSHB(Unknown)
18339849	1	SP1->PTTG1(Activation)
18341653	2	NFKB1->CCND1(Activation); RELA->CCND1(Activation)
18341691	2	NFKB1->CD38(Unknown); RELA->CD38(Unknown)
18342014	1	CREB1->CASP8(Activation)
18342022	2	MYB->SP3(Unknown); NF1->SP3(Unknown)
18342537	8	STAT6->CCL26(Unknown); STAT6->CISH(Unknown); STAT6->DUSP1(Unknown); STAT6->EGLN3(Unknown); STAT6->FOS(Unknown); STAT6->FOSB(Unknown); STAT6->SIDT1(Unknown); STAT6->SOCS1(Unknown)
18346918	1	BCL6->CHEK1(Repression)
18347061	4	E2F1->CUX1(Unknown); E2F2->CUX1(Unknown); E2F3->CUX1(Unknown); E2F4->CUX1(Unknown)
18350249	2	BRCA1->GADD45A(Repression); TP53->GADD45A(Repression)
18353772	1	SP1->KLF8(Unknown)
18354387	2	NFKB1->DRD2(Unknown); RELA->DRD2(Unknown)
18357389	3	NFKB1->MMP9(Unknown); RELA->MMP9(Unknown); SP1->MMP9(Unknown)
18358829	1	E2F1->KIR3DL1(Activation)
18359287	1	VHL->KLF10(Unknown)
18362142	1	NFKBIZ->DEFB4A(Unknown)
18364745	1	NRF1->TOMM34(Unknown)
18368381	1	SP1->CCNA2(Repression)
18372343	1	HDAC1->CD44(Repression)
18373719	1	PPARG->ADIPOQ(Unknown)
18378410	1	SP1->PHGDH(Activation)
18379898	1	KLF4->HSPA8(Activation)
18379900	1	MSX1->CGA(Unknown)
18381203	1	E2F1->TNFSF11(Activation)
18381358	2	ETS1->CA9(Repression); ETS1->NDRG1(Repression)
18386260	1	PURA->PCNA(Repression)
18386814	3	AR->NFKB1(Repression); AR->PTGS2(Repression); AR->RELA(Repression)
18396012	2	E2F1->RASGEF1B(Activation); E2F1->RASGRP1(Activation)
18396163	1	JDP2->DDIT3(Repression)
18397884	1	ATF2->KAT5(Repression)
18399550	4	ING4->CCND1(Repression); ING4->CDKN1B(Unknown); ING4->PTGS2(Repression); ING4->SKP2(Repression)
18400206	2	RXRA->CYP3A4(Unknown); VDR->CYP3A4(Unknown)
18401423	1	STAT1->IRF1(Unknown)
18403020	1	STAT3->IL10(Unknown)
18404683	1	ESR1->CD24(Repression)
18407919	1	SOX2->LHX3(Activation)
18408217	1	HDAC1->TNFRSF10A(Unknown)
18408752	1	VDR->DKK4(Repression)
18408756	4	E2F1->ATG5(Activation); E2F1->DRAM1(Activation); E2F1->MAP1LC3A(Activation); E2F1->ULK1(Activation)
18411043	1	STAT3->MMP7(Activation)
18413735	1	PURA->AR(Repression)
18413740	2	CTCFL->BAG1(Activation); DNMT1->BAG1(Unknown)
18414037	1	HES1->PTEN(Repression)
18414429	1	STAT1->TBX21(Unknown)
18419541	2	SETBP1->PTGER2(Repression); SETBP1->PTGS2(Repression)
18420801	1	SREBF1->FAS(Activation)
18423053	1	SP1->TLR2(Activation)
18424056	1	LMO4->DLG4(Repression)
18424413	1	MITF->TYR(Unknown)
18425349	2	NFKB1->CDK4(Activation); RELA->CDK4(Activation)
18425363	1	ETV4->MMP14(Activation)
18429952	1	TCF4->NOTUM(Activation)
18430409	1	SP1->AR(Activation)
18430739	2	EZH2->RUNX3(Repression); HDAC1->RUNX3(Unknown)
18431487	1	DDB2->SOD2(Repression)
18438432	1	E2F1->FANCA(Activation)
18440323	2	E2F1->KIF2C(Repression); SP1->KIF2C(Activation)
18441094	2	NFKB1->CD38(Unknown); RELA->CD38(Unknown)
18443042	1	JUN->CCL2(Activation)
18445785	3	GTF2I->DNAAF4(Unknown); PARP1->DNAAF4(Unknown); SFPQ->DNAAF4(Unknown)
18450586	1	MEF2C->VEGFA(Unknown)
18450959	3	ATF6->MAFA(Repression); ATF6->NR0B2(Activation); ATF6->PDX1(Repression)
18451137	1	MITF->BIRC7(Unknown)
18451308	1	ATF4->VEGFA(Unknown)
18451335	2	TBX5->GJA5(Activation); TBX5->NPPA(Activation)
18453541	2	TWIST1->DKK1(Unknown); TWIST2->DKK1(Unknown)
18456656	1	SOX2->CCND1(Unknown)
18456661	1	CBFA2T3->TCF12(Unknown)
18458078	1	CLOCK->KAT5(Unknown)
18458536	5	CTCF->H19(Unknown); CTCF->IGF2(Unknown); YY1->GNAS(Unknown); YY1->PEG3(Unknown); YY1->TSIX(Unknown)
18462069	2	CEBPB->PRSS50(Activation); SP1->PRSS50(Activation)
18469865	1	AR->ELK4(Unknown)
18471962	1	HIF1A->VEGFA(Repression)
18474616	1	L3MBTL1->RUNX1(Repression)
18477483	3	NFKB1->SNAI1(Activation); RELA->SNAI1(Activation); SNAI1->PEBP1(Repression)
18481130	1	PPARA->CETP(Activation)
18483152	1	PPARG->REN(Repression)
